FACT_DATE,COLLATERAL_TYPE,SECURITY_TYPE,MARKET_VALUE_EUR,COLLATERAL_VALUE_EUR
01/06/2020,S,SPECIFIC EQUITY COLLATERAL,22390800,17218525
01/06/2020,S,STOCKS,707911841,529733710
02/06/2020,B,BANK BONDS,11837233268,9336177791
02/06/2020,B,CORPORATE BONDS,2452528408,1965070029
02/06/2020,B,SOVEREIGN GOVERNMENT BONDS,38301557533,33284657095
02/06/2020,B,STATE AGENCIES,2861267816,2634124941
02/06/2020,B,STATE/MUNICIPAL BONDS,4305748396,4087320096
02/06/2020,B,null,1266885072,1242750633
02/06/2020,C,null,40796844836,40631266983
02/06/2020,S,SPECIFIC EQUITY COLLATERAL,22969123,17663256
02/06/2020,S,STOCKS,729245696,545996397
03/06/2020,B,BANK BONDS,11163479591,8846859622
03/06/2020,B,CORPORATE BONDS,2448010441,1962943430
03/06/2020,B,SOVEREIGN GOVERNMENT BONDS,38136582088,33228972820
03/06/2020,B,STATE AGENCIES,2789944026,2571622299
03/06/2020,B,STATE/MUNICIPAL BONDS,4044651149,3837212483
03/06/2020,B,null,1282400607,1259025985
03/06/2020,C,null,42183550927,41995917440
03/06/2020,S,SPECIFIC EQUITY COLLATERAL,23745299,18260135
03/06/2020,S,STOCKS,738340129,551477123
04/06/2020,B,BANK BONDS,10750858372,8494448128
04/06/2020,B,CORPORATE BONDS,2439608502,1959644904
04/06/2020,B,SOVEREIGN GOVERNMENT BONDS,37161329526,32559003020
04/06/2020,B,STATE AGENCIES,2714153948,2498422018
04/06/2020,B,STATE/MUNICIPAL BONDS,4152587778,3864957362
04/06/2020,B,null,1536737475,1513481656
04/06/2020,C,null,40386848831,40212192366
04/06/2020,S,SPECIFIC EQUITY COLLATERAL,23896003,18376026
04/06/2020,S,STOCKS,730162727,546093473
05/06/2020,B,BANK BONDS,10466209907,8266621679
05/06/2020,B,CORPORATE BONDS,2412185260,1935878103
05/06/2020,B,SOVEREIGN GOVERNMENT BONDS,37224598374,32628481573
05/06/2020,B,STATE AGENCIES,2614879521,2406723347
05/06/2020,B,STATE/MUNICIPAL BONDS,3950398896,3753235360
05/06/2020,B,null,1569560714,1545776717
05/06/2020,C,null,41065606870,40898271282
05/06/2020,S,SPECIFIC EQUITY COLLATERAL,25246557,19162137
05/06/2020,S,STOCKS,738363010,551441510
08/06/2020,B,BANK BONDS,10264400485,8092586556
08/06/2020,B,CORPORATE BONDS,2338541233,1867259585
08/06/2020,B,SOVEREIGN GOVERNMENT BONDS,37261921653,32749102206
08/06/2020,B,STATE AGENCIES,2643941302,2433232116
08/06/2020,B,STATE/MUNICIPAL BONDS,3807554089,3620183393
08/06/2020,B,null,1608714544,1584459222
08/06/2020,C,null,40639623740,40478844505
08/06/2020,S,SPECIFIC EQUITY COLLATERAL,24501100,18620836
08/06/2020,S,STOCKS,738945009,552254295
09/06/2020,B,BANK BONDS,10313713615,8102525657
09/06/2020,B,CORPORATE BONDS,2325794905,1847060923
09/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36848343833,32351657294
09/06/2020,B,STATE AGENCIES,2625928783,2415812613
09/06/2020,B,STATE/MUNICIPAL BONDS,3895406863,3702761540
09/06/2020,B,null,1573670293,1548751395
09/06/2020,C,null,40012840836,39851880110
09/06/2020,S,SPECIFIC EQUITY COLLATERAL,24689700,18937000
09/06/2020,S,STOCKS,831855705,624131878
10/06/2020,B,BANK BONDS,10489996604,8250075003
10/06/2020,B,CORPORATE BONDS,2337383664,1855941078
10/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36472020712,31963128455
10/06/2020,B,STATE AGENCIES,2586526327,2380566455
10/06/2020,B,STATE/MUNICIPAL BONDS,3916780985,3722347565
10/06/2020,B,null,1552101842,1529203117
10/06/2020,C,null,39696213982,39533587134
10/06/2020,S,SPECIFIC EQUITY COLLATERAL,24534000,18866646
10/06/2020,S,STOCKS,826594468,620845432
11/06/2020,B,BANK BONDS,10538573588,8280186969
11/06/2020,B,CORPORATE BONDS,2412893079,1909305927
11/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36197081645,31689879042
11/06/2020,B,STATE AGENCIES,2591614543,2384200269
11/06/2020,B,STATE/MUNICIPAL BONDS,3999626682,3802960767
11/06/2020,B,null,1551096656,1528120758
11/06/2020,C,null,40938065981,40768666667
11/06/2020,S,SPECIFIC EQUITY COLLATERAL,22889000,16983638
11/06/2020,S,STOCKS,803477241,602429362
12/06/2020,B,BANK BONDS,10438051066,8200228971
12/06/2020,B,CORPORATE BONDS,2402624026,1903939203
12/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36389365471,31888430201
12/06/2020,B,STATE AGENCIES,2640864021,2430101225
12/06/2020,B,STATE/MUNICIPAL BONDS,3978860844,3780785998
12/06/2020,B,null,1547574686,1523508073
12/06/2020,C,null,38916412029,38753195676
12/06/2020,S,SPECIFIC EQUITY COLLATERAL,22905450,17156182
12/06/2020,S,STOCKS,813896072,611745822
15/06/2020,B,BANK BONDS,10562356641,8314602988
15/06/2020,B,CORPORATE BONDS,2414269453,1916839515
15/06/2020,B,SOVEREIGN GOVERNMENT BONDS,35734565846,31241212412
15/06/2020,B,STATE AGENCIES,2625897322,2419213645
15/06/2020,B,STATE/MUNICIPAL BONDS,4023486640,3823475241
15/06/2020,B,null,1880109436,1852880533
15/06/2020,C,null,40246976468,40058758828
15/06/2020,S,SPECIFIC EQUITY COLLATERAL,22583500,17073126
15/06/2020,S,STOCKS,811310123,609259928
16/06/2020,B,BANK BONDS,10595232327,8359206229
16/06/2020,B,CORPORATE BONDS,2415584316,1918227036
16/06/2020,B,SOVEREIGN GOVERNMENT BONDS,35525663499,31034635331
16/06/2020,B,STATE AGENCIES,2652898061,2444698321
16/06/2020,B,STATE/MUNICIPAL BONDS,3987473464,3788268056
16/06/2020,B,null,1803450802,1777211890
16/06/2020,C,null,41849458316,41662938217
16/06/2020,S,SPECIFIC EQUITY COLLATERAL,23272050,17593670
16/06/2020,S,STOCKS,829673053,622466481
17/06/2020,B,BANK BONDS,10536628060,8294947396
17/06/2020,B,CORPORATE BONDS,2337129678,1848365634
17/06/2020,B,SOVEREIGN GOVERNMENT BONDS,35869213401,31219975479
17/06/2020,B,STATE AGENCIES,2644972538,2438817269
17/06/2020,B,STATE/MUNICIPAL BONDS,3977966370,3777779042
17/06/2020,B,null,1850013386,1816566128
17/06/2020,C,null,39350906910,39183820113
17/06/2020,S,SPECIFIC EQUITY COLLATERAL,23829000,18086211
17/06/2020,S,STOCKS,834267078,626529550
18/06/2020,B,BANK BONDS,10502033667,8259671560
18/06/2020,B,CORPORATE BONDS,2318258296,1834440902
18/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36058428438,31479599375
18/06/2020,B,STATE AGENCIES,2687943654,2478709546
18/06/2020,B,STATE/MUNICIPAL BONDS,4113128514,3905615177
18/06/2020,B,null,1865505670,1836039019
18/06/2020,C,null,38881034407,38733011436
18/06/2020,S,SPECIFIC EQUITY COLLATERAL,23970000,18361020
18/06/2020,S,STOCKS,905003647,678347382
19/06/2020,B,BANK BONDS,10558122665,8303135725
19/06/2020,B,CORPORATE BONDS,2315282755,1830728178
19/06/2020,B,SOVEREIGN GOVERNMENT BONDS,36838652075,32044146486
19/06/2020,B,STATE AGENCIES,2755619586,2542026096
19/06/2020,B,STATE/MUNICIPAL BONDS,4004688547,3802344445
19/06/2020,B,null,1935600088,1904188401
19/06/2020,C,null,40379366756,40225673823
19/06/2020,S,STOCKS,912812031,684708584
22/06/2020,B,BANK BONDS,11199940991,8682953470
22/06/2020,B,CORPORATE BONDS,2203619903,1737362706
22/06/2020,B,SOVEREIGN GOVERNMENT BONDS,34236361482,29795875227
22/06/2020,B,STATE AGENCIES,2741665336,2521976349
22/06/2020,B,STATE/MUNICIPAL BONDS,3920257770,3702921081
22/06/2020,B,null,1976472824,1945255268
22/06/2020,C,null,43608563342,43429767570
22/06/2020,S,STOCKS,614825630,461311103
23/06/2020,B,BANK BONDS,10719060772,8348281225
23/06/2020,B,CORPORATE BONDS,2104760755,1720119930
23/06/2020,B,SOVEREIGN GOVERNMENT BONDS,32992022965,28752869257
23/06/2020,B,STATE AGENCIES,2607782264,2400998885
23/06/2020,B,STATE/MUNICIPAL BONDS,3545049767,3372516991
23/06/2020,B,null,2065373904,2033790835
23/06/2020,C,null,43653418298,43489464932
23/06/2020,S,STOCKS,567141722,427000614
24/06/2020,B,BANK BONDS,10750437759,8366413026
24/06/2020,B,CORPORATE BONDS,2104666194,1719244320
24/06/2020,B,SOVEREIGN GOVERNMENT BONDS,32613927792,28446840117
24/06/2020,B,STATE AGENCIES,2596139464,2386918621
24/06/2020,B,STATE/MUNICIPAL BONDS,3524069333,3353017421
24/06/2020,B,null,2153182950,2116417939
24/06/2020,C,null,40494469922,40363052924
24/06/2020,S,STOCKS,519424360,390353747
25/06/2020,B,BANK BONDS,10832480632,8404999876
25/06/2020,B,CORPORATE BONDS,2084306913,1700184110
25/06/2020,B,SOVEREIGN GOVERNMENT BONDS,33006826107,28827720798
25/06/2020,B,STATE AGENCIES,2792200327,2555145284
25/06/2020,B,STATE/MUNICIPAL BONDS,3711859491,3518742095
25/06/2020,B,null,2011389536,1979521156
25/06/2020,C,null,40210886035,40074577914
25/06/2020,S,STOCKS,493144393,372144162
26/06/2020,B,BANK BONDS,10811726165,8391567941
26/06/2020,B,CORPORATE BONDS,2074974675,1692580485
26/06/2020,B,SOVEREIGN GOVERNMENT BONDS,32877605839,28743944115
26/06/2020,B,STATE AGENCIES,2744658033,2509864687
26/06/2020,B,STATE/MUNICIPAL BONDS,3640062046,3449668331
26/06/2020,B,null,1995682695,1963767772
26/06/2020,C,null,39918704817,39783134760
26/06/2020,S,STOCKS,502082201,379058361
29/06/2020,B,BANK BONDS,10812070477,8410411118
29/06/2020,B,CORPORATE BONDS,2087078131,1705816078
29/06/2020,B,SOVEREIGN GOVERNMENT BONDS,31916671537,27881649878
29/06/2020,B,STATE AGENCIES,2746768401,2512226703
29/06/2020,B,STATE/MUNICIPAL BONDS,3632842247,3442914334
29/06/2020,B,null,2096901846,2065736707
29/06/2020,C,null,39738178812,39605082171
29/06/2020,S,STOCKS,505610847,381784464
30/06/2020,B,BANK BONDS,10950606579,8548522006
30/06/2020,B,CORPORATE BONDS,2144476834,1754031066
30/06/2020,B,SOVEREIGN GOVERNMENT BONDS,30433074273,26482208064
30/06/2020,B,STATE AGENCIES,2652549002,2424880811
30/06/2020,B,STATE/MUNICIPAL BONDS,3652980691,3256374938
30/06/2020,B,null,2022978080,1987398992
30/06/2020,C,null,40102362333,39963087844
30/06/2020,S,STOCKS,359286480,269264715
01/07/2020,B,BANK BONDS,10508810636,8267204498
01/07/2020,B,CORPORATE BONDS,2129685690,1742014281
01/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30978708071,27032826463
01/07/2020,B,STATE AGENCIES,2622845297,2399906742
01/07/2020,B,STATE/MUNICIPAL BONDS,3540692114,3349823630
01/07/2020,B,null,1589942181,1565847222
01/07/2020,C,null,40374304543,40234555049
01/07/2020,S,STOCKS,492138751,367290045
02/07/2020,B,BANK BONDS,10570845869,8322261801
02/07/2020,B,CORPORATE BONDS,2065431601,1682843749
02/07/2020,B,SOVEREIGN GOVERNMENT BONDS,31125620582,27148950476
02/07/2020,B,STATE AGENCIES,2604826114,2379794208
02/07/2020,B,STATE/MUNICIPAL BONDS,3483740288,3293782570
02/07/2020,B,null,1758414251,1730423360
02/07/2020,C,null,40344359203,40207192025
02/07/2020,S,STOCKS,522941581,389871936
03/07/2020,B,BANK BONDS,10603565907,8351720431
03/07/2020,B,CORPORATE BONDS,2017724774,1649020322
03/07/2020,B,SOVEREIGN GOVERNMENT BONDS,31502376627,27458448891
03/07/2020,B,STATE AGENCIES,2561781001,2331030533
03/07/2020,B,STATE/MUNICIPAL BONDS,3410474113,3222211309
03/07/2020,B,null,1883421375,1849136838
03/07/2020,C,null,38445126217,38315954504
03/07/2020,S,STOCKS,515568244,384275727
06/07/2020,B,BANK BONDS,10390257806,8159075286
06/07/2020,B,CORPORATE BONDS,2004221533,1636493463
06/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30697378626,26798165938
06/07/2020,B,STATE AGENCIES,2637410765,2396697515
06/07/2020,B,STATE/MUNICIPAL BONDS,3451881445,3262697494
06/07/2020,B,null,1717922666,1687251180
06/07/2020,C,null,38555376420,38428906086
06/07/2020,S,STOCKS,563802867,421187412
07/07/2020,B,BANK BONDS,10389135049,8144118415
07/07/2020,B,CORPORATE BONDS,1983900007,1614127259
07/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30551497171,26579545578
07/07/2020,B,STATE AGENCIES,2736512095,2475952759
07/07/2020,B,STATE/MUNICIPAL BONDS,3458844377,3267459853
07/07/2020,B,null,1859663271,1822573190
07/07/2020,C,null,37113363448,36984361724
07/07/2020,S,STOCKS,507983042,377090623
08/07/2020,B,BANK BONDS,10216720105,8401684204
08/07/2020,B,CORPORATE BONDS,2025139336,1691234849
08/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30459970360,26750751964
08/07/2020,B,STATE AGENCIES,2547935611,2378043470
08/07/2020,B,STATE/MUNICIPAL BONDS,3470794058,3286800124
08/07/2020,B,null,1846500627,1800894602
08/07/2020,C,null,37390401233,37260576029
08/07/2020,S,STOCKS,532092908,396774066
09/07/2020,B,BANK BONDS,10030892267,8225549844
09/07/2020,B,CORPORATE BONDS,1998750500,1678359093
09/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30324368191,26635353391
09/07/2020,B,STATE AGENCIES,2864467146,2663659330
09/07/2020,B,STATE/MUNICIPAL BONDS,3528493142,3343931209
09/07/2020,B,null,2049031369,2009680320
09/07/2020,C,null,36677833161,36550640896
09/07/2020,S,STOCKS,532573675,395599788
10/07/2020,B,BANK BONDS,10044234286,8235494965
10/07/2020,B,CORPORATE BONDS,1957808084,1641756072
10/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30066512325,26437566040
10/07/2020,B,STATE AGENCIES,2856113994,2657744634
10/07/2020,B,STATE/MUNICIPAL BONDS,3520024832,3340958052
10/07/2020,B,null,2200853561,2154188832
10/07/2020,C,null,36027438175,35903097379
10/07/2020,S,STOCKS,468130716,348773659
13/07/2020,B,BANK BONDS,9868768695,8083612600
13/07/2020,B,CORPORATE BONDS,1949844500,1633027562
13/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29674842720,26075238546
13/07/2020,B,STATE AGENCIES,2857616871,2659624247
13/07/2020,B,STATE/MUNICIPAL BONDS,3489423090,3312630843
13/07/2020,B,null,2235457784,2189195946
13/07/2020,C,null,36882779263,36772923195
13/07/2020,S,STOCKS,473816621,353126284
14/07/2020,B,BANK BONDS,9959552136,8161837641
14/07/2020,B,CORPORATE BONDS,1942687924,1627638975
14/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29200108113,25654672683
14/07/2020,B,STATE AGENCIES,3004437785,2774978333
14/07/2020,B,STATE/MUNICIPAL BONDS,3470381319,3295669482
14/07/2020,B,null,2258546026,2212271860
14/07/2020,C,null,36535850014,36424873966
14/07/2020,S,STOCKS,519655875,387784967
15/07/2020,B,BANK BONDS,9813327605,8044394419
15/07/2020,B,CORPORATE BONDS,1904338197,1596051809
15/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29172997001,25674297492
15/07/2020,B,STATE AGENCIES,2945427458,2715335736
15/07/2020,B,STATE/MUNICIPAL BONDS,3536828719,3360399934
15/07/2020,B,null,2245170156,2199410354
15/07/2020,C,null,37119759106,37007650155
15/07/2020,S,STOCKS,511852176,380971357
16/07/2020,B,BANK BONDS,9882704859,8111639427
16/07/2020,B,CORPORATE BONDS,1966703371,1648177385
16/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29359344208,25758932833
16/07/2020,B,STATE AGENCIES,2835627536,2614498602
16/07/2020,B,STATE/MUNICIPAL BONDS,3501743236,3326524294
16/07/2020,B,null,2253453018,2206172654
16/07/2020,C,null,35612175224,35512756552
16/07/2020,S,STOCKS,613502713,456064231
17/07/2020,B,BANK BONDS,9875817472,8105606367
17/07/2020,B,CORPORATE BONDS,1968325872,1649337676
17/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29259580325,25770592921
17/07/2020,B,STATE AGENCIES,2915073792,2690415874
17/07/2020,B,STATE/MUNICIPAL BONDS,3513046789,3337442657
17/07/2020,B,null,2252936544,2205827034
17/07/2020,C,null,35710760324,35604314011
17/07/2020,S,STOCKS,743053546,554110397
20/07/2020,B,BANK BONDS,9991941292,8207205751
20/07/2020,B,CORPORATE BONDS,1967858278,1649061040
20/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29407460150,25796422513
20/07/2020,B,STATE AGENCIES,2861037097,2637141555
20/07/2020,B,STATE/MUNICIPAL BONDS,3544367761,3364528209
20/07/2020,B,null,2268015685,2222910574
20/07/2020,C,null,35252814521,35151464287
20/07/2020,S,STOCKS,710434427,528948805
21/07/2020,B,BANK BONDS,10079983130,8273477803
21/07/2020,B,CORPORATE BONDS,1976881199,1647100915
21/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29802162859,26177193081
21/07/2020,B,STATE AGENCIES,2878111244,2643138604
21/07/2020,B,STATE/MUNICIPAL BONDS,3746411040,3555726447
21/07/2020,B,null,2300519390,2253717888
21/07/2020,C,null,35980795950,35874468081
21/07/2020,S,STOCKS,661746130,491566537
22/07/2020,B,BANK BONDS,10010405118,8225790592
22/07/2020,B,CORPORATE BONDS,2002455254,1669539998
22/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29586856917,25963230630
22/07/2020,B,STATE AGENCIES,2898232710,2661734324
22/07/2020,B,STATE/MUNICIPAL BONDS,3492943323,3312435932
22/07/2020,B,null,2263114075,2217109275
22/07/2020,C,null,34132903117,34024833545
22/07/2020,S,STOCKS,654637928,486202383
23/07/2020,B,BANK BONDS,10070460714,8265643339
23/07/2020,B,CORPORATE BONDS,2010205108,1677287233
23/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29719057650,26101059786
23/07/2020,B,STATE AGENCIES,2882634212,2648673221
23/07/2020,B,STATE/MUNICIPAL BONDS,3439236868,3263040779
23/07/2020,B,null,2250899609,2205503254
23/07/2020,C,null,33795298025,33689272962
23/07/2020,S,STOCKS,654013969,485821852
24/07/2020,B,BANK BONDS,9988342716,8203863642
24/07/2020,B,CORPORATE BONDS,2008896495,1674388192
24/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29654280974,26081659829
24/07/2020,B,STATE AGENCIES,2942434679,2707071608
24/07/2020,B,STATE/MUNICIPAL BONDS,3412948042,3235210645
24/07/2020,B,null,2266367882,2216225462
24/07/2020,C,null,33274778469,33169749176
24/07/2020,S,STOCKS,639830686,475269066
27/07/2020,B,BANK BONDS,9908809081,8133170985
27/07/2020,B,CORPORATE BONDS,1984828449,1634485155
27/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29772088382,26162799222
27/07/2020,B,STATE AGENCIES,2899620075,2672173352
27/07/2020,B,STATE/MUNICIPAL BONDS,3317870761,3158120523
27/07/2020,B,null,2284758021,2237746006
27/07/2020,C,null,32558989963,32446612106
27/07/2020,S,STOCKS,640671149,475982717
28/07/2020,B,BANK BONDS,9869311175,8096197449
28/07/2020,B,CORPORATE BONDS,1958869836,1636500579
28/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29897408190,26287527551
28/07/2020,B,STATE AGENCIES,2847039468,2623274597
28/07/2020,B,STATE/MUNICIPAL BONDS,3377201185,3208242936
28/07/2020,B,null,2291728173,2244549984
28/07/2020,C,null,32606205483,32501495589
28/07/2020,S,STOCKS,644419555,478607006
29/07/2020,B,BANK BONDS,9816658453,8054080314
29/07/2020,B,CORPORATE BONDS,1933337028,1620144544
29/07/2020,B,SOVEREIGN GOVERNMENT BONDS,29960725772,26300584814
29/07/2020,B,STATE AGENCIES,2837143152,2614423226
29/07/2020,B,STATE/MUNICIPAL BONDS,3380312704,3211841542
29/07/2020,B,null,2439045269,2388105651
29/07/2020,C,null,32282914869,32171787857
29/07/2020,S,STOCKS,645123850,479132708
30/07/2020,B,BANK BONDS,9859355728,8082818879
30/07/2020,B,CORPORATE BONDS,1942021075,1621664130
30/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30016090271,26367193368
30/07/2020,B,STATE AGENCIES,2783323818,2564197318
30/07/2020,B,STATE/MUNICIPAL BONDS,3418940405,3247843107
30/07/2020,B,null,2347944782,2301626713
30/07/2020,C,null,33028820069,32912757258
30/07/2020,S,STOCKS,616221697,457165155
31/07/2020,B,BANK BONDS,9816072018,8046198226
31/07/2020,B,CORPORATE BONDS,1916721563,1606821613
31/07/2020,B,SOVEREIGN GOVERNMENT BONDS,30283076223,26740005575
31/07/2020,B,STATE AGENCIES,2765627336,2557018589
31/07/2020,B,STATE/MUNICIPAL BONDS,3381745242,3213478755
31/07/2020,B,null,2352796175,2305810100
31/07/2020,C,null,32229543766,32132821126
31/07/2020,S,STOCKS,598068876,443479744
03/08/2020,B,BANK BONDS,9761855181,7973542509
03/08/2020,B,CORPORATE BONDS,1908749887,1601469297
03/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30495986977,26897806337
03/08/2020,B,STATE AGENCIES,2607560104,2407637071
03/08/2020,B,STATE/MUNICIPAL BONDS,3322712470,3151201437
03/08/2020,B,null,2417325900,2368889787
03/08/2020,C,null,33236899590,33143203362
03/08/2020,S,STOCKS,577273544,427154249
04/08/2020,B,BANK BONDS,9656776610,7912547539
04/08/2020,B,CORPORATE BONDS,1913289231,1602713103
04/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30829183877,27061463755
04/08/2020,B,STATE AGENCIES,2618167835,2417027959
04/08/2020,B,STATE/MUNICIPAL BONDS,3357999522,3195340859
04/08/2020,B,null,2399550986,2348764795
04/08/2020,C,null,32192946612,32100251618
04/08/2020,S,STOCKS,575712601,426014239
05/08/2020,B,BANK BONDS,9724367642,7959566049
05/08/2020,B,CORPORATE BONDS,1898278896,1592998710
05/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30570584028,26848201007
05/08/2020,B,STATE AGENCIES,2718529541,2509119162
05/08/2020,B,STATE/MUNICIPAL BONDS,3309514801,3148018745
05/08/2020,B,null,2375811247,2326828825
05/08/2020,C,null,31506411875,31412875247
05/08/2020,S,STOCKS,602117213,446337442
06/08/2020,B,BANK BONDS,9741452262,7976331123
06/08/2020,B,CORPORATE BONDS,1899476770,1584409671
06/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30180727725,26509078515
06/08/2020,B,STATE AGENCIES,2699974718,2493832399
06/08/2020,B,STATE/MUNICIPAL BONDS,3412678323,3246371933
06/08/2020,B,null,2342802116,2295798032
06/08/2020,C,null,31559753224,31466112981
06/08/2020,S,STOCKS,598622464,443792171
07/08/2020,B,BANK BONDS,9796893034,8024054285
07/08/2020,B,CORPORATE BONDS,1897443698,1584353743
07/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30239641745,26589157394
07/08/2020,B,STATE AGENCIES,2709463815,2503145493
07/08/2020,B,STATE/MUNICIPAL BONDS,3362438844,3198163981
07/08/2020,B,null,2368441681,2320192019
07/08/2020,C,null,31330799562,31239279596
07/08/2020,S,STOCKS,599327720,444334249
10/08/2020,B,BANK BONDS,9774108077,8003482299
10/08/2020,B,CORPORATE BONDS,1920672712,1603198628
10/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30195563469,26558872590
10/08/2020,B,STATE AGENCIES,2696093047,2490640516
10/08/2020,B,STATE/MUNICIPAL BONDS,3337627568,3175806334
10/08/2020,B,null,2368874403,2320868518
10/08/2020,C,null,30930370047,30836633956
10/08/2020,S,STOCKS,599927272,444720996
11/08/2020,B,BANK BONDS,9675501697,7922590590
11/08/2020,B,CORPORATE BONDS,1903866102,1588903059
11/08/2020,B,SOVEREIGN GOVERNMENT BONDS,30218057960,26547463895
11/08/2020,B,STATE AGENCIES,2696977543,2516225922
11/08/2020,B,STATE/MUNICIPAL BONDS,3331068450,3170606186
11/08/2020,B,null,2370766101,2321715019
11/08/2020,C,null,32169217737,32061290803
11/08/2020,S,STOCKS,597819299,442891218
12/08/2020,B,BANK BONDS,9596037264,7859433499
12/08/2020,B,CORPORATE BONDS,1901578535,1589163918
12/08/2020,B,SOVEREIGN GOVERNMENT BONDS,29757207138,26225904388
12/08/2020,B,STATE AGENCIES,2666656006,2488153793
12/08/2020,B,STATE/MUNICIPAL BONDS,3344408030,3185643481
