FACT_DATE,PRODUCT_GROUP,IM_EUR,MEMBER_TYPE
07/12/2021,PRECIOUS METALS DERIVATIVES,4898835,CLIENT
07/12/2021,PRECIOUS METALS DERIVATIVES,419570,HOUSE
07/12/2021,RELATED SECURITIES SPREAD FUTURE,15457,CLIENT
07/12/2021,SUPPLEMENTARY MARGINS,1299501000,CLIENT
07/12/2021,SUPPLEMENTARY MARGINS,1140067722,HOUSE
08/12/2021,ASIA COOPERATION PRODUCTS,31746379,CLIENT
08/12/2021,ASIA COOPERATION PRODUCTS,38328,HOUSE
08/12/2021,"CASH, REPO, SECLEND BOND",901463354,CLIENT
08/12/2021,"CASH, REPO, SECLEND BOND",2781718010,HOUSE
08/12/2021,"CASH, REPO, SECLEND EQUITY",1648988868,CLIENT
08/12/2021,"CASH, REPO, SECLEND EQUITY",452965265,HOUSE
08/12/2021,COMMODITY DERIVATIVES,19246728,CLIENT
08/12/2021,COMMODITY DERIVATIVES,16681958,HOUSE
08/12/2021,CORPORATE BOND LIQUIDATION GROUP,1606261,CLIENT
08/12/2021,CORPORATE BOND LIQUIDATION GROUP,332600,HOUSE
08/12/2021,CRYPTO DERIVATIVES,298871,CLIENT
08/12/2021,DIVIDEND FUTURES,70636,HOUSE
08/12/2021,EQUITY DERIVATIVES,11891125286,CLIENT
08/12/2021,EQUITY DERIVATIVES,6900548385,HOUSE
08/12/2021,FIXED INCOME DERIVATIVES,8749613121,CLIENT
08/12/2021,FIXED INCOME DERIVATIVES,620244455,HOUSE
08/12/2021,FIXED INCOME DERIVATIVES ETF,2151655,CLIENT
08/12/2021,FIXED INCOME DERIVATIVES ETF,1660145,HOUSE
08/12/2021,FX DERIVATIVES,112212075,CLIENT
08/12/2021,FX DERIVATIVES,50043803,HOUSE
08/12/2021,GC POOLING,413456007,CLIENT
08/12/2021,GC POOLING,2178969580,HOUSE
08/12/2021,OTC IRS,14177637991,CLIENT
08/12/2021,OTC IRS,9857894388,HOUSE
08/12/2021,PRECIOUS METALS DERIVATIVES,4868756,CLIENT
08/12/2021,PRECIOUS METALS DERIVATIVES,355069,HOUSE
08/12/2021,RELATED SECURITIES SPREAD FUTURE,14079,CLIENT
08/12/2021,SUPPLEMENTARY MARGINS,1299501000,CLIENT
08/12/2021,SUPPLEMENTARY MARGINS,1043901845,HOUSE
09/12/2021,ASIA COOPERATION PRODUCTS,6123445,CLIENT
09/12/2021,ASIA COOPERATION PRODUCTS,1424598,HOUSE
09/12/2021,"CASH, REPO, SECLEND BOND",862928316,CLIENT
09/12/2021,"CASH, REPO, SECLEND BOND",2863631848,HOUSE
09/12/2021,"CASH, REPO, SECLEND EQUITY",1546382138,CLIENT
09/12/2021,"CASH, REPO, SECLEND EQUITY",394276312,HOUSE
09/12/2021,COMMODITY DERIVATIVES,19063110,CLIENT
09/12/2021,COMMODITY DERIVATIVES,16486752,HOUSE
09/12/2021,CORPORATE BOND LIQUIDATION GROUP,1601338,CLIENT
09/12/2021,CORPORATE BOND LIQUIDATION GROUP,321840,HOUSE
09/12/2021,CRYPTO DERIVATIVES,288174,CLIENT
09/12/2021,DIVIDEND FUTURES,70353,HOUSE
09/12/2021,EQUITY DERIVATIVES,11772254198,CLIENT
09/12/2021,EQUITY DERIVATIVES,6980445175,HOUSE
09/12/2021,FIXED INCOME DERIVATIVES,8229320496,CLIENT
09/12/2021,FIXED INCOME DERIVATIVES,623480927,HOUSE
09/12/2021,FIXED INCOME DERIVATIVES ETF,1968731,CLIENT
09/12/2021,FIXED INCOME DERIVATIVES ETF,1551053,HOUSE
09/12/2021,FX DERIVATIVES,99559437,CLIENT
09/12/2021,FX DERIVATIVES,50008271,HOUSE
09/12/2021,GC POOLING,438904859,CLIENT
09/12/2021,GC POOLING,2099355140,HOUSE
09/12/2021,OTC IRS,14225657372,CLIENT
09/12/2021,OTC IRS,9848625329,HOUSE
09/12/2021,PRECIOUS METALS DERIVATIVES,4827023,CLIENT
09/12/2021,PRECIOUS METALS DERIVATIVES,306215,HOUSE
09/12/2021,RELATED SECURITIES SPREAD FUTURE,14084,CLIENT
09/12/2021,SUPPLEMENTARY MARGINS,1299501000,CLIENT
09/12/2021,SUPPLEMENTARY MARGINS,1106100627,HOUSE
10/12/2021,ASIA COOPERATION PRODUCTS,14280907,CLIENT
10/12/2021,ASIA COOPERATION PRODUCTS,51243,HOUSE
10/12/2021,"CASH, REPO, SECLEND BOND",456185950,CLIENT
10/12/2021,"CASH, REPO, SECLEND BOND",2605985396,HOUSE
10/12/2021,"CASH, REPO, SECLEND EQUITY",1560940289,CLIENT
10/12/2021,"CASH, REPO, SECLEND EQUITY",459590803,HOUSE
10/12/2021,COMMODITY DERIVATIVES,19199114,CLIENT
10/12/2021,COMMODITY DERIVATIVES,16553505,HOUSE
10/12/2021,CORPORATE BOND LIQUIDATION GROUP,1590472,CLIENT
10/12/2021,CORPORATE BOND LIQUIDATION GROUP,315130,HOUSE
10/12/2021,CRYPTO DERIVATIVES,282176,CLIENT
10/12/2021,DIVIDEND FUTURES,89244,HOUSE
10/12/2021,EQUITY DERIVATIVES,11697209216,CLIENT
10/12/2021,EQUITY DERIVATIVES,6946932789,HOUSE
10/12/2021,FIXED INCOME DERIVATIVES,8254576498,CLIENT
10/12/2021,FIXED INCOME DERIVATIVES,612886275,HOUSE
10/12/2021,FIXED INCOME DERIVATIVES ETF,1890902,CLIENT
10/12/2021,FIXED INCOME DERIVATIVES ETF,1523405,HOUSE
10/12/2021,FX DERIVATIVES,99518156,CLIENT
10/12/2021,FX DERIVATIVES,50117422,HOUSE
10/12/2021,GC POOLING,439474812,CLIENT
10/12/2021,GC POOLING,2021815284,HOUSE
10/12/2021,OTC IRS,14157593693,CLIENT
10/12/2021,OTC IRS,9778688102,HOUSE
10/12/2021,PRECIOUS METALS DERIVATIVES,4851238,CLIENT
10/12/2021,PRECIOUS METALS DERIVATIVES,302378,HOUSE
10/12/2021,RELATED SECURITIES SPREAD FUTURE,14195,CLIENT
10/12/2021,SUPPLEMENTARY MARGINS,1339306514,CLIENT
10/12/2021,SUPPLEMENTARY MARGINS,889304408,HOUSE
13/12/2021,ASIA COOPERATION PRODUCTS,13846622,CLIENT
13/12/2021,ASIA COOPERATION PRODUCTS,102442,HOUSE
13/12/2021,"CASH, REPO, SECLEND BOND",466342087,CLIENT
13/12/2021,"CASH, REPO, SECLEND BOND",2634902344,HOUSE
13/12/2021,"CASH, REPO, SECLEND EQUITY",1490111609,CLIENT
13/12/2021,"CASH, REPO, SECLEND EQUITY",475643408,HOUSE
13/12/2021,COMMODITY DERIVATIVES,19400625,CLIENT
13/12/2021,COMMODITY DERIVATIVES,16715425,HOUSE
13/12/2021,CORPORATE BOND LIQUIDATION GROUP,994578,CLIENT
13/12/2021,CORPORATE BOND LIQUIDATION GROUP,205385,HOUSE
13/12/2021,CRYPTO DERIVATIVES,278692,CLIENT
13/12/2021,DIVIDEND FUTURES,150820,HOUSE
13/12/2021,EQUITY DERIVATIVES,11803046516,CLIENT
13/12/2021,EQUITY DERIVATIVES,6910860583,HOUSE
13/12/2021,FIXED INCOME DERIVATIVES,8358779884,CLIENT
13/12/2021,FIXED INCOME DERIVATIVES,598217025,HOUSE
13/12/2021,FIXED INCOME DERIVATIVES ETF,1657534,CLIENT
13/12/2021,FIXED INCOME DERIVATIVES ETF,1425543,HOUSE
13/12/2021,FX DERIVATIVES,99558099,CLIENT
13/12/2021,FX DERIVATIVES,50042765,HOUSE
13/12/2021,GC POOLING,424383263,CLIENT
13/12/2021,GC POOLING,2194106322,HOUSE
13/12/2021,OTC IRS,14281301774,CLIENT
13/12/2021,OTC IRS,9859106073,HOUSE
13/12/2021,PRECIOUS METALS DERIVATIVES,4964933,CLIENT
13/12/2021,PRECIOUS METALS DERIVATIVES,297521,HOUSE
13/12/2021,RELATED SECURITIES SPREAD FUTURE,14200,CLIENT
13/12/2021,SUPPLEMENTARY MARGINS,1226345854,CLIENT
13/12/2021,SUPPLEMENTARY MARGINS,857364070,HOUSE
14/12/2021,ASIA COOPERATION PRODUCTS,7428197,CLIENT
14/12/2021,ASIA COOPERATION PRODUCTS,33978,HOUSE
14/12/2021,"CASH, REPO, SECLEND BOND",454663386,CLIENT
14/12/2021,"CASH, REPO, SECLEND BOND",2611947684,HOUSE
14/12/2021,"CASH, REPO, SECLEND EQUITY",1537743799,CLIENT
14/12/2021,"CASH, REPO, SECLEND EQUITY",480847852,HOUSE
14/12/2021,COMMODITY DERIVATIVES,19250557,CLIENT
14/12/2021,COMMODITY DERIVATIVES,16605581,HOUSE
14/12/2021,CORPORATE BOND LIQUIDATION GROUP,381945,CLIENT
14/12/2021,CORPORATE BOND LIQUIDATION GROUP,149366,HOUSE
14/12/2021,DIVIDEND FUTURES,212453,HOUSE
14/12/2021,EQUITY DERIVATIVES,11855349804,CLIENT
14/12/2021,EQUITY DERIVATIVES,6919560853,HOUSE
14/12/2021,FIXED INCOME DERIVATIVES,8335606749,CLIENT
14/12/2021,FIXED INCOME DERIVATIVES,624595610,HOUSE
14/12/2021,FIXED INCOME DERIVATIVES ETF,1544494,CLIENT
14/12/2021,FIXED INCOME DERIVATIVES ETF,1403379,HOUSE
14/12/2021,FX DERIVATIVES,87355420,CLIENT
14/12/2021,FX DERIVATIVES,58241747,HOUSE
14/12/2021,GC POOLING,444703385,CLIENT
14/12/2021,GC POOLING,2132666984,HOUSE
14/12/2021,OTC IRS,14229850733,CLIENT
14/12/2021,OTC IRS,9900595710,HOUSE
14/12/2021,PRECIOUS METALS DERIVATIVES,6763576,CLIENT
14/12/2021,PRECIOUS METALS DERIVATIVES,2835870,HOUSE
14/12/2021,RELATED SECURITIES SPREAD FUTURE,14267,CLIENT
14/12/2021,SUPPLEMENTARY MARGINS,1226345854,CLIENT
14/12/2021,SUPPLEMENTARY MARGINS,880453700,HOUSE
15/12/2021,ASIA COOPERATION PRODUCTS,5716681,CLIENT
15/12/2021,ASIA COOPERATION PRODUCTS,73627,HOUSE
15/12/2021,"CASH, REPO, SECLEND BOND",463270802,CLIENT
15/12/2021,"CASH, REPO, SECLEND BOND",2659501463,HOUSE
15/12/2021,"CASH, REPO, SECLEND EQUITY",1487408153,CLIENT
15/12/2021,"CASH, REPO, SECLEND EQUITY",440888712,HOUSE
15/12/2021,COMMODITY DERIVATIVES,19201277,CLIENT
15/12/2021,COMMODITY DERIVATIVES,16475590,HOUSE
15/12/2021,CORPORATE BOND LIQUIDATION GROUP,351881,CLIENT
15/12/2021,CORPORATE BOND LIQUIDATION GROUP,149191,HOUSE
15/12/2021,CRYPTO DERIVATIVES,138504,CLIENT
15/12/2021,DIVIDEND FUTURES,274618,HOUSE
15/12/2021,EQUITY DERIVATIVES,11959398938,CLIENT
15/12/2021,EQUITY DERIVATIVES,6867054184,HOUSE
15/12/2021,FIXED INCOME DERIVATIVES,8323165666,CLIENT
15/12/2021,FIXED INCOME DERIVATIVES,633575523,HOUSE
15/12/2021,FIXED INCOME DERIVATIVES ETF,1625240,CLIENT
15/12/2021,FIXED INCOME DERIVATIVES ETF,1453708,HOUSE
15/12/2021,FX DERIVATIVES,85748887,CLIENT
15/12/2021,FX DERIVATIVES,58308148,HOUSE
15/12/2021,GC POOLING,445077146,CLIENT
15/12/2021,GC POOLING,2204486757,HOUSE
15/12/2021,OTC IRS,14232426108,CLIENT
15/12/2021,OTC IRS,9814050998,HOUSE
15/12/2021,PRECIOUS METALS DERIVATIVES,4759697,CLIENT
15/12/2021,PRECIOUS METALS DERIVATIVES,287226,HOUSE
15/12/2021,RELATED SECURITIES SPREAD FUTURE,14046,CLIENT
15/12/2021,SUPPLEMENTARY MARGINS,1226345854,CLIENT
15/12/2021,SUPPLEMENTARY MARGINS,877646946,HOUSE
16/12/2021,ASIA COOPERATION PRODUCTS,4250520,CLIENT
16/12/2021,ASIA COOPERATION PRODUCTS,105490,HOUSE
16/12/2021,"CASH, REPO, SECLEND BOND",440035178,CLIENT
16/12/2021,"CASH, REPO, SECLEND BOND",2633497691,HOUSE
16/12/2021,"CASH, REPO, SECLEND EQUITY",1616652444,CLIENT
16/12/2021,"CASH, REPO, SECLEND EQUITY",521550638,HOUSE
16/12/2021,COMMODITY DERIVATIVES,19478646,CLIENT
16/12/2021,COMMODITY DERIVATIVES,16757194,HOUSE
16/12/2021,CORPORATE BOND LIQUIDATION GROUP,418341,CLIENT
16/12/2021,CORPORATE BOND LIQUIDATION GROUP,148851,HOUSE
16/12/2021,DIVIDEND FUTURES,268152,HOUSE
16/12/2021,EQUITY DERIVATIVES,11935699815,CLIENT
16/12/2021,EQUITY DERIVATIVES,6782861472,HOUSE
16/12/2021,FIXED INCOME DERIVATIVES,8265753875,CLIENT
16/12/2021,FIXED INCOME DERIVATIVES,631512916,HOUSE
16/12/2021,FIXED INCOME DERIVATIVES ETF,1701817,CLIENT
16/12/2021,FIXED INCOME DERIVATIVES ETF,1439101,HOUSE
16/12/2021,FX DERIVATIVES,81692302,CLIENT
16/12/2021,FX DERIVATIVES,58350590,HOUSE
16/12/2021,GC POOLING,424851068,CLIENT
16/12/2021,GC POOLING,2296425148,HOUSE
16/12/2021,OTC IRS,14195601811,CLIENT
16/12/2021,OTC IRS,9832666729,HOUSE
16/12/2021,PRECIOUS METALS DERIVATIVES,5160626,CLIENT
16/12/2021,PRECIOUS METALS DERIVATIVES,2418025,HOUSE
16/12/2021,RELATED SECURITIES SPREAD FUTURE,13995,CLIENT
16/12/2021,SUPPLEMENTARY MARGINS,1226345854,CLIENT
16/12/2021,SUPPLEMENTARY MARGINS,851061970,HOUSE
17/12/2021,ASIA COOPERATION PRODUCTS,8137074,CLIENT
17/12/2021,ASIA COOPERATION PRODUCTS,888887,HOUSE
17/12/2021,"CASH, REPO, SECLEND BOND",391148772,CLIENT
17/12/2021,"CASH, REPO, SECLEND BOND",2664369244,HOUSE
17/12/2021,"CASH, REPO, SECLEND EQUITY",3422421339,CLIENT
17/12/2021,"CASH, REPO, SECLEND EQUITY",2038064451,HOUSE
17/12/2021,COMMODITY DERIVATIVES,19300661,CLIENT
17/12/2021,COMMODITY DERIVATIVES,16388399,HOUSE
17/12/2021,CORPORATE BOND LIQUIDATION GROUP,419235,CLIENT
17/12/2021,CORPORATE BOND LIQUIDATION GROUP,149070,HOUSE
17/12/2021,DIVIDEND FUTURES,268294,HOUSE
17/12/2021,EQUITY DERIVATIVES,11452903978,CLIENT
17/12/2021,EQUITY DERIVATIVES,6442013845,HOUSE
17/12/2021,FIXED INCOME DERIVATIVES,8564529155,CLIENT
17/12/2021,FIXED INCOME DERIVATIVES,637606337,HOUSE
17/12/2021,FIXED INCOME DERIVATIVES ETF,1705049,CLIENT
17/12/2021,FIXED INCOME DERIVATIVES ETF,1418988,HOUSE
17/12/2021,FX DERIVATIVES,81363744,CLIENT
17/12/2021,FX DERIVATIVES,58090661,HOUSE
17/12/2021,GC POOLING,412339927,CLIENT
17/12/2021,GC POOLING,2073958086,HOUSE
17/12/2021,OTC IRS,14292252363,CLIENT
17/12/2021,OTC IRS,9930503674,HOUSE
17/12/2021,PRECIOUS METALS DERIVATIVES,4791834,CLIENT
17/12/2021,PRECIOUS METALS DERIVATIVES,2463165,HOUSE
17/12/2021,RELATED SECURITIES SPREAD FUTURE,14003,CLIENT
17/12/2021,SUPPLEMENTARY MARGINS,1153668146,CLIENT
17/12/2021,SUPPLEMENTARY MARGINS,917663314,HOUSE
20/12/2021,ASIA COOPERATION PRODUCTS,5847084,CLIENT
20/12/2021,ASIA COOPERATION PRODUCTS,76597,HOUSE
20/12/2021,"CASH, REPO, SECLEND BOND",422491807,CLIENT
20/12/2021,"CASH, REPO, SECLEND BOND",2790877010,HOUSE
20/12/2021,"CASH, REPO, SECLEND EQUITY",3469660837,CLIENT
20/12/2021,"CASH, REPO, SECLEND EQUITY",2013947930,HOUSE
20/12/2021,COMMODITY DERIVATIVES,18565117,CLIENT
20/12/2021,COMMODITY DERIVATIVES,15740850,HOUSE
20/12/2021,DIVIDEND FUTURES,120739,HOUSE
20/12/2021,EQUITY DERIVATIVES,11579462782,CLIENT
20/12/2021,EQUITY DERIVATIVES,6567936045,HOUSE
20/12/2021,FIXED INCOME DERIVATIVES,8532854890,CLIENT
20/12/2021,FIXED INCOME DERIVATIVES,617044816,HOUSE
20/12/2021,FIXED INCOME DERIVATIVES ETF,1965359,CLIENT
20/12/2021,FIXED INCOME DERIVATIVES ETF,1953796,HOUSE
20/12/2021,FX DERIVATIVES,81590898,CLIENT
20/12/2021,FX DERIVATIVES,58262432,HOUSE
20/12/2021,GC POOLING,452358426,CLIENT
20/12/2021,GC POOLING,2005447214,HOUSE
20/12/2021,OTC IRS,14198311479,CLIENT
20/12/2021,OTC IRS,9886112111,HOUSE
20/12/2021,PRECIOUS METALS DERIVATIVES,4386965,CLIENT
20/12/2021,PRECIOUS METALS DERIVATIVES,2824413,HOUSE
20/12/2021,SUPPLEMENTARY MARGINS,1218811504,CLIENT
20/12/2021,SUPPLEMENTARY MARGINS,923182131,HOUSE
21/12/2021,ASIA COOPERATION PRODUCTS,7362067,CLIENT
21/12/2021,ASIA COOPERATION PRODUCTS,74587,HOUSE
21/12/2021,"CASH, REPO, SECLEND BOND",419439773,CLIENT
21/12/2021,"CASH, REPO, SECLEND BOND",2732909586,HOUSE
21/12/2021,"CASH, REPO, SECLEND EQUITY",1960974648,CLIENT
21/12/2021,"CASH, REPO, SECLEND EQUITY",660102730,HOUSE
21/12/2021,COMMODITY DERIVATIVES,18750826,CLIENT
21/12/2021,COMMODITY DERIVATIVES,15874036,HOUSE
21/12/2021,CRYPTO DERIVATIVES,143086,CLIENT
21/12/2021,DIVIDEND FUTURES,119864,HOUSE
21/12/2021,EQUITY DERIVATIVES,11478728051,CLIENT
21/12/2021,EQUITY DERIVATIVES,6584244326,HOUSE
21/12/2021,FIXED INCOME DERIVATIVES,8411356705,CLIENT
21/12/2021,FIXED INCOME DERIVATIVES,615099921,HOUSE
21/12/2021,FIXED INCOME DERIVATIVES ETF,2129316,CLIENT
21/12/2021,FIXED INCOME DERIVATIVES ETF,1999052,HOUSE
21/12/2021,FX DERIVATIVES,95085536,CLIENT
21/12/2021,FX DERIVATIVES,58131106,HOUSE
21/12/2021,GC POOLING,460653202,CLIENT
21/12/2021,GC POOLING,2215287210,HOUSE
21/12/2021,OTC IRS,13943256337,CLIENT
21/12/2021,OTC IRS,9746117535,HOUSE
21/12/2021,PRECIOUS METALS DERIVATIVES,4412552,CLIENT
21/12/2021,PRECIOUS METALS DERIVATIVES,3093172,HOUSE
21/12/2021,SUPPLEMENTARY MARGINS,1218811504,CLIENT
21/12/2021,SUPPLEMENTARY MARGINS,887255709,HOUSE
22/12/2021,ASIA COOPERATION PRODUCTS,5591647,CLIENT
22/12/2021,ASIA COOPERATION PRODUCTS,82142,HOUSE
22/12/2021,"CASH, REPO, SECLEND BOND",398710043,CLIENT
22/12/2021,"CASH, REPO, SECLEND BOND",2763704902,HOUSE
22/12/2021,"CASH, REPO, SECLEND EQUITY",1497545706,CLIENT
22/12/2021,"CASH, REPO, SECLEND EQUITY",475291844,HOUSE
22/12/2021,COMMODITY DERIVATIVES,18958313,CLIENT
22/12/2021,COMMODITY DERIVATIVES,16071733,HOUSE
22/12/2021,CRYPTO DERIVATIVES,143617,CLIENT
22/12/2021,DIVIDEND FUTURES,118750,HOUSE
22/12/2021,EQUITY DERIVATIVES,11324041226,CLIENT
22/12/2021,EQUITY DERIVATIVES,6191905487,HOUSE
22/12/2021,FIXED INCOME DERIVATIVES,8495469945,CLIENT
22/12/2021,FIXED INCOME DERIVATIVES,595705591,HOUSE
22/12/2021,FIXED INCOME DERIVATIVES ETF,1783215,CLIENT
22/12/2021,FIXED INCOME DERIVATIVES ETF,1771647,HOUSE
22/12/2021,FX DERIVATIVES,95167947,CLIENT
22/12/2021,FX DERIVATIVES,58208760,HOUSE
22/12/2021,GC POOLING,445358381,CLIENT
22/12/2021,GC POOLING,2133121041,HOUSE
22/12/2021,OTC IRS,13982087087,CLIENT
22/12/2021,OTC IRS,9771788077,HOUSE
22/12/2021,PRECIOUS METALS DERIVATIVES,4341046,CLIENT
22/12/2021,PRECIOUS METALS DERIVATIVES,2395160,HOUSE
22/12/2021,SUPPLEMENTARY MARGINS,1218811504,CLIENT
22/12/2021,SUPPLEMENTARY MARGINS,838467311,HOUSE
23/12/2021,ASIA COOPERATION PRODUCTS,6296366,CLIENT
23/12/2021,ASIA COOPERATION PRODUCTS,59674,HOUSE
23/12/2021,"CASH, REPO, SECLEND BOND",385499273,CLIENT
23/12/2021,"CASH, REPO, SECLEND BOND",2913263550,HOUSE
23/12/2021,"CASH, REPO, SECLEND EQUITY",1188315389,CLIENT
23/12/2021,"CASH, REPO, SECLEND EQUITY",363947256,HOUSE
23/12/2021,COMMODITY DERIVATIVES,18947087,CLIENT
23/12/2021,COMMODITY DERIVATIVES,16052375,HOUSE
23/12/2021,CRYPTO DERIVATIVES,143251,CLIENT
23/12/2021,DIVIDEND FUTURES,117879,HOUSE
23/12/2021,EQUITY DERIVATIVES,11262539308,CLIENT
23/12/2021,EQUITY DERIVATIVES,6137932280,HOUSE
23/12/2021,FIXED INCOME DERIVATIVES,8534291106,CLIENT
23/12/2021,FIXED INCOME DERIVATIVES,608238716,HOUSE
23/12/2021,FIXED INCOME DERIVATIVES ETF,1749863,CLIENT
23/12/2021,FIXED INCOME DERIVATIVES ETF,1651537,HOUSE
23/12/2021,FX DERIVATIVES,95095322,CLIENT
23/12/2021,FX DERIVATIVES,58105745,HOUSE
23/12/2021,GC POOLING,395310302,CLIENT
23/12/2021,GC POOLING,2169319364,HOUSE
23/12/2021,OTC IRS,13800476882,CLIENT
23/12/2021,OTC IRS,9659083370,HOUSE
23/12/2021,PRECIOUS METALS DERIVATIVES,4300742,CLIENT
23/12/2021,PRECIOUS METALS DERIVATIVES,2031960,HOUSE
23/12/2021,SUPPLEMENTARY MARGINS,1218811504,CLIENT
23/12/2021,SUPPLEMENTARY MARGINS,857151669,HOUSE
24/12/2021,ASIA COOPERATION PRODUCTS,6296366,CLIENT
24/12/2021,ASIA COOPERATION PRODUCTS,59674,HOUSE
24/12/2021,"CASH, REPO, SECLEND BOND",374945312,CLIENT
24/12/2021,"CASH, REPO, SECLEND BOND",2905814002,HOUSE
24/12/2021,"CASH, REPO, SECLEND EQUITY",770785105,CLIENT
24/12/2021,"CASH, REPO, SECLEND EQUITY",208648085,HOUSE
24/12/2021,COMMODITY DERIVATIVES,19141467,CLIENT
24/12/2021,COMMODITY DERIVATIVES,16258361,HOUSE
24/12/2021,CRYPTO DERIVATIVES,143251,CLIENT
24/12/2021,DIVIDEND FUTURES,116928,HOUSE
24/12/2021,EQUITY DERIVATIVES,11295599907,CLIENT
24/12/2021,EQUITY DERIVATIVES,6173729091,HOUSE
24/12/2021,FIXED INCOME DERIVATIVES,8544616278,CLIENT
24/12/2021,FIXED INCOME DERIVATIVES,605198305,HOUSE
24/12/2021,FIXED INCOME DERIVATIVES ETF,1770752,CLIENT
24/12/2021,FIXED INCOME DERIVATIVES ETF,1665981,HOUSE
24/12/2021,FX DERIVATIVES,95291847,CLIENT
24/12/2021,FX DERIVATIVES,58059102,HOUSE
24/12/2021,GC POOLING,391971306,CLIENT
24/12/2021,GC POOLING,1880673118,HOUSE
24/12/2021,OTC IRS,13849036454,CLIENT
24/12/2021,OTC IRS,9739963541,HOUSE
24/12/2021,PRECIOUS METALS DERIVATIVES,4282102,CLIENT
24/12/2021,PRECIOUS METALS DERIVATIVES,1966081,HOUSE
24/12/2021,SUPPLEMENTARY MARGINS,1159938981,CLIENT
24/12/2021,SUPPLEMENTARY MARGINS,747176478,HOUSE
27/12/2021,ASIA COOPERATION PRODUCTS,3925422,CLIENT
27/12/2021,ASIA COOPERATION PRODUCTS,12911,HOUSE
27/12/2021,"CASH, REPO, SECLEND BOND",327839692,CLIENT
27/12/2021,"CASH, REPO, SECLEND BOND",2811749499,HOUSE
27/12/2021,"CASH, REPO, SECLEND EQUITY",684775759,CLIENT
27/12/2021,"CASH, REPO, SECLEND EQUITY",188363919,HOUSE
27/12/2021,COMMODITY DERIVATIVES,20099826,CLIENT
27/12/2021,COMMODITY DERIVATIVES,16330358,HOUSE
27/12/2021,CORPORATE BOND LIQUIDATION GROUP,133005,CLIENT
27/12/2021,CRYPTO DERIVATIVES,150478,CLIENT
27/12/2021,DIVIDEND FUTURES,114518,HOUSE
27/12/2021,EQUITY DERIVATIVES,11388878354,CLIENT
27/12/2021,EQUITY DERIVATIVES,6181836825,HOUSE
27/12/2021,FIXED INCOME DERIVATIVES,8615522419,CLIENT
27/12/2021,FIXED INCOME DERIVATIVES,639553884,HOUSE
27/12/2021,FIXED INCOME DERIVATIVES ETF,1786253,CLIENT
27/12/2021,FIXED INCOME DERIVATIVES ETF,1704737,HOUSE
27/12/2021,FX DERIVATIVES,95816697,CLIENT
27/12/2021,FX DERIVATIVES,58130743,HOUSE
27/12/2021,GC POOLING,358024747,CLIENT
27/12/2021,GC POOLING,2081386507,HOUSE
27/12/2021,OTC IRS,13927403084,CLIENT
27/12/2021,OTC IRS,9827680940,HOUSE
27/12/2021,PRECIOUS METALS DERIVATIVES,4450588,CLIENT
27/12/2021,PRECIOUS METALS DERIVATIVES,2127211,HOUSE
27/12/2021,SUPPLEMENTARY MARGINS,965839526,CLIENT
27/12/2021,SUPPLEMENTARY MARGINS,781377484,HOUSE
28/12/2021,ASIA COOPERATION PRODUCTS,5608805,CLIENT
28/12/2021,ASIA COOPERATION PRODUCTS,38054,HOUSE
28/12/2021,"CASH, REPO, SECLEND BOND",352991893,CLIENT
28/12/2021,"CASH, REPO, SECLEND BOND",2738319157,HOUSE
28/12/2021,"CASH, REPO, SECLEND EQUITY",1015934381,CLIENT
28/12/2021,"CASH, REPO, SECLEND EQUITY",282782632,HOUSE
28/12/2021,COMMODITY DERIVATIVES,20119201,CLIENT
28/12/2021,COMMODITY DERIVATIVES,16362521,HOUSE
28/12/2021,CORPORATE BOND LIQUIDATION GROUP,132448,CLIENT
28/12/2021,CRYPTO DERIVATIVES,284538,CLIENT
28/12/2021,DIVIDEND FUTURES,113478,HOUSE
28/12/2021,EQUITY DERIVATIVES,11449571032,CLIENT
28/12/2021,EQUITY DERIVATIVES,6127929172,HOUSE
28/12/2021,FIXED INCOME DERIVATIVES,8630458785,CLIENT
28/12/2021,FIXED INCOME DERIVATIVES,640605769,HOUSE
28/12/2021,FIXED INCOME DERIVATIVES ETF,1800948,CLIENT
28/12/2021,FIXED INCOME DERIVATIVES ETF,1714354,HOUSE
28/12/2021,FX DERIVATIVES,95791551,CLIENT
28/12/2021,FX DERIVATIVES,58092340,HOUSE
28/12/2021,GC POOLING,343598699,CLIENT
28/12/2021,GC POOLING,1918236378,HOUSE
28/12/2021,OTC IRS,13964467964,CLIENT
28/12/2021,OTC IRS,9924992238,HOUSE
28/12/2021,PRECIOUS METALS DERIVATIVES,4442293,CLIENT
28/12/2021,PRECIOUS METALS DERIVATIVES,2120240,HOUSE
28/12/2021,SUPPLEMENTARY MARGINS,965839526,CLIENT
28/12/2021,SUPPLEMENTARY MARGINS,783866479,HOUSE
29/12/2021,ASIA COOPERATION PRODUCTS,8554124,CLIENT
29/12/2021,ASIA COOPERATION PRODUCTS,31845,HOUSE
29/12/2021,"CASH, REPO, SECLEND BOND",259565836,CLIENT
29/12/2021,"CASH, REPO, SECLEND BOND",2700098370,HOUSE
29/12/2021,"CASH, REPO, SECLEND EQUITY",1055245397,CLIENT
29/12/2021,"CASH, REPO, SECLEND EQUITY",272735304,HOUSE
29/12/2021,COMMODITY DERIVATIVES,22563846,CLIENT
29/12/2021,COMMODITY DERIVATIVES,18606933,HOUSE
